,Address,Size,Type,Description
148,8261032,1,I/O,"Copy of controller data 2, one frame ($7E:0018). Format: axlr----.

a = A; x = X; l = L; r = R, 0 = null/unused.

Note that the sixth bit is also used by controller data 1 at $7E:0016, so that X/Y are combined.

Used by player 1 (Mario)."
149,8261033,1,I/O,"Copy of controller data 2, one frame ($7E:0018). Format: axlr----.

a = A; x = X; l = L; r = R, 0 = null/unused.

Note that the sixth bit is also used by controller data 1 at $7E:0016, so that X/Y are combined.

Used by player 2 (Luigi)."
150,8261034,1,I/O,"Controller 1 button disable flags ($4219), one frame. If a bit is set here, that bit will be disabled in $16/$0DA6 (but not $15).

Format: byetUDLR.

b = B, y = Y, e = Select, t = Start, UDLR = Up/Down/Left/Right."
151,8261035,1,I/O,"Controller 2 button disable flags ($421B), one frame. If a bit is set here, that bit will be disabled in $16/$0DA7 (but not $15).

Format: byetUDLR.

b = B, y = Y, e = Select, t = Start, UDLR = Up/Down/Left/Right."
152,8261036,1,I/O,"Controller 1 button disable flags ($4218), one frame. If a bit is set here, that bit will be disabled in $18/$0DA8 (but not $17).

Format: axlr----.

a = A, x = X, l = L, r = R, 0 = null/unused."
153,8261037,1,I/O,"Controller 2 button disable flags ($421A), one frame. If a bit is set here, that bit will be disabled in $18/$0DA9 (but not $17).

Format: axlr----.

a = A, x = X, l = L, r = R, 0 = null/unused."
154,8261038,1,Hardware mirror,"Handles brightness and force blank. Format: f---bbbb. f = force blank flag, --- = unused bits, bbbb = brightness setting. Mirror of SNES register $2100."
155,8261039,1,Misc.,Mosaic direction. #$00 = shrinking mosaic; #$01 = growing mosaic.
156,8261040,1,Hardware mirror,"Current mosaic pixel size on level load. Mirror of SNES register $2106, though bits 0 and 1 are always set ($2106 = $7E:0DB0 | #$03)."
157,8261041,1,Timer,"Is used to keep a mode active. If the respective value is positive, the game mode doesn't change. This is primarily used in the fading routines (example: from overworld to level and vice versa)."
158,8261042,1,Flag,Two player game flag. #$00 = No; #$01 = Yes.
159,8261043,1,Player,"Which character is in play. #$00 = Mario; #$01 = Luigi. If you prefer Luigi to be #$04, use $7E:0DD6."
160,8261044,1,Player,"Mario's lives. Note that this is only used in two player games, you'll want $7E:0DBE in 99% of the cases."
161,8261045,1,Player,"Luigi's lives. Note that this is only used in two player games, you'll want $7E:0DBE in 99% of the cases."
162,8261046,1,Player,"Mario's coins. Note that this is only used in two player games, you'll want $7E:0DBF in 99% of the cases."
163,8261047,1,Player,"Luigi's coins. Note that this is only used in two player games, you'll want $7E:0DBF in 99% of the cases."
164,8261048,1,Player,"Mario's powerup/status. Note that this is only used in two player games, you'll want $7E:0019 in 99% of the cases."
165,8261049,1,Player,"Luigi's powerup/status. Note that this is only used in two player games, you'll want $7E:0019 in 99% of the cases."
166,8261050,1,Yoshi,Mario's Yoshi color. #$04=yellow; #$06=blue; #$08=red; #$0A=green
167,8261051,1,Yoshi,Luigi's Yoshi color. #$04=yellow; #$06=blue; #$08=red; #$0A=green
168,8261052,1,Player,Item in Mario's item box. #$00 = None; #$01 = Mushroom; #$02 = Fire Flower; #$03 = Star; #$04 = Feather. Note that you'll want $7E:0DC2 in most cases.
169,8261053,1,Player,Item in Luigi's item box. #$00 = None; #$01 = Mushroom; #$02 = Fire Flower; #$03 = Star; #$04 = Feather. Note that you'll want $7E:0DC2 in most cases.
170,8261054,1,Player,"Current player lives, minus one (#$04 here means that the player has 5 lives)."
171,8261055,1,Player,Current player coin count.
172,8261056,1,Counter,"Green star block coin counter. Starts at 30 (#$1E) at the beginning of a level, and decrements for each coin that is collected. Adjusts content of green star block when it hits zero. (A 1-Up mushroom comes out, instead of a spinning coin.)

It is also used in Chocolate Island 2 to count how many coins have been collected since the start of the level, and determine what sublevel data should be loaded."
173,8261057,1,Yoshi,Player can carry Yoshi over levels flag. #$00 = can't carry over levels; #$01 = can carry over levels.
174,8261058,1,Player,Item in current player's item box. #$00 = None; #$01 = Mushroom; #$02 = Fire Flower; #$03 = Star; #$04 = Feather.
175,8261059,4,Empty,"Empty. Cleared on reset and titlescreen load. $7E:0DC3 is also cleared when selecting how many players to use, but this can be disabled with no known side effects by setting $00:9E48 to [80 01 EA]."
176,8261063,2,Player,Overworld X position where Mario should be going to. Is used by overworld path tiles to indicate Mario's direction. Updated as soon as Mario starts moving - zero otherwise.
177,8261065,2,Player,Overworld Y position where Mario should be going to. Is used by overworld path tiles to indicate Mario's direction. Updated as soon as Mario starts moving - zero otherwise.
178,8261067,2,Player,Overworld X position where Luigi should be going to. Is used by overworld path tiles to indicate Luigi's direction. Updated as soon as Luigi starts moving - zero otherwise.
179,8261069,2,Player,Overworld Y position where Luigi should be going to. Is used by overworld path tiles to indicate Luigi's direction. Updated as soon as Luigi starts moving - zero otherwise.
180,8261071,2,Player,"Player X speed on the overworld. Added with $7E:13D5, which does happen to be zero all the time."
181,8261073,2,Player,"Player Y speed on the overworld. Added with $7E:13D7, which is zero most of the time."
182,8261075,1,Overworld,Player direction. #$00 = up; #$02 = down; #$04 = left; #$06 = right.
183,8261076,1,Should be 00,"This address is effectively the high byte of $0DD3 on the overworld and should not be touched there, though in levels it is unused. It is also referenced once as the low byte of $0DD5, though its value isn't used there.

Cleared on reset and titlescreen load, and when Mario starts walking on an overworld path."
184,8261077,1,Misc.,"Used to indicate how a level has been exited, and hence what events to activate on the overworld.Valid Values"
185,8261078,1,Player,"Which character is in play. Used on the overworld. The value of this address is actually $7E:0DB3 * 4.

#$00 = Mario; #$04 = Luigi."
186,8261079,1,Should be 00,"An address that is expected to be #$00 throughout the entire game. $7E:0DD6 (current player) is sometimes used in 16bit mode, so using this address for different purposes is a bad idea."
187,8261080,1,Flag,"Used to tell if the game is currently switching between Mario and Luigi or not.

#$00 = Not switching between Mario and Luigi.

#$01 = Switching between Mario and Luigi, during the fade-out."
188,8261081,1,Empty,Empty. Cleared on reset and titlescreen load.
189,8261082,1,Misc.,"Back-up of the music register. Gets its value from the level music table at $05:84DB.

Bit 7 of this address is set when the player has a star powerup or presses a P-switch; when this is cleared again, the music ends.

This address is also set to #$FF when the level ends, either by beating it or by dying.

Bit 6 is similar but is used to not reupload all music.  This is used when changing from the Mario start screen to the level game mode."
190,8261083,3,Empty,Empty. Cleared on reset and titlescreen load.
191,8261086,1,Misc.,Which files to delete on the erase file screen. Format: xxxxx123. It is also used as an overworld sprite index.
192,8261087,1,Sprites,Starting OAM index for overworld sprites. Appears to be used only by the cloud sprites.
193,8261088,5,Sprites,"Used for the overworld cloud sprites. This table is used in such a way that clouds check each other's 16-bit Y positions. By doing this, they can maintain their speed, making it the same for all clouds on-screen."
194,8261093,16,Sprites,Overworld sprite number.Valid Values
195,8261109,16,Sprites,Miscellaneous overworld sprite table.
196,8261125,16,Sprites,Miscellaneous overworld sprite table.
197,8261141,16,Sprites,Miscellaneous overworld sprite table.
198,8261157,16,Sprites,Miscellaneous overworld sprite table.
199,8261173,16,Sprites,"Overworld sprite X position, low byte."
200,8261189,16,Sprites,"Overworld sprite Y position, low byte."
201,8261205,16,Sprites,"Overworld sprite Z position, low byte; distance that the sprite is from the ground."
202,8261221,16,Sprites,"Overworld sprite X position, high byte."
203,8261237,16,Sprites,"Overworld sprite Y position, high byte."
204,8261253,16,Sprites,"Overworld sprite Z position, high byte; distance that the sprite is from the ground. Probably has no real purpose in the original SMW; it may not be anything but #$00."
205,8261269,16,Sprites,Overworld sprite X speed.
206,8261285,16,Sprites,Overworld sprite Y speed.
207,8261301,16,Sprites,Overworld sprite Z speed.
208,8261317,16,Sprites,Accumulating fraction bits for overworld sprite X speed.
209,8261333,16,Sprites,Accumulating fraction bits for overworld sprite Y speed.
210,8261349,16,Sprites,Accumulating fraction bits for overworld sprite Z speed.
211,8261365,1,Overworld,"This would be used to check whether the Koopa Kid should activate. Most likely it was used to prevent the Koopa Kid from triggering multiple times. Uses bits 5-7 only (#$80, #$40 and #$20). 

This address can be used as empty free RAM if you do not use the overworld koopa kids, it is cleared on reset and titlescreen load."
212,8261366,1,Overworld,"Indicates which of the koopa kid triggers you are standing on.  By default the tiles are: #$49, #$4A and #$4B.  These correspond to index #$00, #$01 and #$02 respectively. This address is unused in the original SMW and can be used as empty free RAM, it is cleared on reset and titlescreen load."
213,8261367,1,Misc.,"If bit 7 is set (#$80-#$FF) and the player is located on a level tile, he will enter it directly."
214,8261368,1,Flag,Yoshi has been saved for the first time flag - used for Yoshi's thank message.
215,8261369,55,Misc.,"Status bar tilemap.View tiles as a table
Diagram"
216,8261424,1,Counter,"Timer frame counter. When this address reaches #$00, one second is subtracted from SMW's timer, after which this address is set to #$28. This means that a SMW second is only 40 frames - in NTSC (60Hz), three SMW seconds = two real seconds"
217,8261425,3,Counter,"Timer.

$7E:0F31 = Hundreds.

$7E:0F32 = Tens.

$7E:0F33 = Ones."
218,8261428,6,Counter,"24-bit player score:


$7E0F34-$7E0F36: Mario.

$7E0F37-$7E0F39: Luigi.


Note: SMW stores the scores internally as the number displayed on the status bar divided by 10 (""1234560"" shown is 123456 ($01E240) stored in memory).


Note: This number is stored in little endian the same way 16-bit values are stored ($01E240 is [$40, $E2, $01])."
